,"dvcat","dead","seatbelt","frontal","sex","ageOFocc","occRole","deploy","injSeverity"
"13149","10-24",1,"none",1,"f",26,"driver",1,1
"1456","10-24",1,"belted",1,"f",34,"driver",1,1
"18146","25-39",1,"belted",0,"f",39,"driver",0,3
"10839","25-39",1,"none",1,"f",21,"driver",0,1
"12814","10-24",1,"belted",0,"m",67,"pass",0,2
"6075","55+",1,"belted",1,"f",18,"driver",0,3
"23450","25-39",1,"none",1,"f",30,"driver",1,3
"9137","10-24",1,"belted",1,"m",50,"driver",0,0
"10358","25-39",1,"belted",1,"m",21,"driver",1,0
"18449","25-39",1,"belted",1,"f",18,"driver",0,2
"7954","10-24",1,"belted",1,"f",46,"driver",0,0
"15187","10-24",1,"belted",0,"f",42,"driver",0,0
"25660","10-24",1,"belted",0,"m",38,"driver",0,0
"17182","25-39",1,"belted",0,"f",21,"driver",0,3
"1251","10-24",1,"belted",0,"m",27,"driver",0,0
"23598","1-9km/h",1,"belted",0,"m",18,"driver",0,0
"25188","25-39",1,"belted",1,"f",18,"driver",1,0
"4759","25-39",1,"belted",1,"f",19,"driver",1,0
"6021","10-24",1,"belted",1,"m",51,"driver",0,0
"14920","10-24",1,"belted",0,"f",32,"driver",0,1
"14632","25-39",1,"belted",1,"m",33,"driver",0,3
"576","25-39",1,"belted",1,"m",37,"driver",1,3
"11554","10-24",1,"belted",0,"m",28,"driver",0,2
"7124","25-39",1,"belted",1,"f",82,"pass",0,3
"19178","25-39",1,"belted",1,"m",22,"driver",1,2
"1348","10-24",1,"belted",1,"m",64,"driver",0,2
"8344","25-39",1,"belted",1,"f",23,"driver",0,3
"1404","10-24",1,"belted",0,"m",54,"driver",0,2
"17171","55+",1,"none",1,"f",54,"driver",1,3
"9447","40-54",1,"belted",1,"m",16,"driver",0,3
"4726","25-39",1,"belted",0,"m",28,"driver",0,0
"3698","25-39",1,"belted",1,"m",24,"driver",0,3
"16753","10-24",1,"none",1,"f",25,"driver",1,1
"5104","25-39",1,"belted",0,"f",33,"driver",0,1
"22845","25-39",1,"belted",1,"f",46,"pass",1,0
"18134","25-39",1,"belted",1,"f",35,"driver",1,1
"13453","25-39",1,"none",0,"f",25,"pass",0,0
"4364","25-39",1,"belted",0,"f",48,"driver",0,1
"11776","40-54",1,"belted",0,"f",40,"pass",0,1
"24588","25-39",1,"belted",1,"m",39,"driver",1,1
"5243","10-24",1,"belted",1,"m",25,"driver",1,2
"21650","25-39",1,"belted",0,"m",19,"driver",0,0
"24652","10-24",1,"belted",1,"f",52,"pass",0,1
"22941","25-39",1,"belted",1,"m",86,"driver",0,0
"8369","10-24",1,"belted",1,"m",19,"driver",0,0
"23668","25-39",1,"belted",1,"m",65,"driver",1,0
"22473","10-24",1,"belted",1,"f",25,"driver",1,0
"12488","10-24",1,"belted",1,"m",35,"driver",0,0
"6779","40-54",1,"none",1,"f",74,"driver",0,3
"25394","25-39",1,"belted",1,"f",17,"pass",0,3
"4048","25-39",1,"belted",1,"m",44,"driver",0,1
"11131","10-24",1,"none",1,"m",33,"pass",0,0
"10182","10-24",1,"none",0,"m",38,"driver",0,3
"17094","25-39",1,"none",1,"m",47,"driver",0,3
"9215","25-39",1,"belted",1,"f",50,"driver",1,3
"4470","25-39",1,"belted",1,"m",25,"driver",1,1
"2588","25-39",1,"none",1,"m",21,"driver",0,3
"2493","25-39",1,"none",0,"m",27,"pass",0,1
"15825","25-39",1,"belted",0,"f",17,"pass",0,3
"8017","25-39",1,"belted",1,"f",37,"driver",1,2
"6495","25-39",1,"belted",1,"m",41,"pass",0,0
"6632","10-24",1,"belted",0,"m",21,"driver",0,3
"15886","25-39",1,"none",1,"m",30,"pass",0,0
"14825","10-24",1,"belted",1,"f",49,"driver",0,2
"22254","40-54",1,"belted",1,"f",67,"driver",1,3
"4204","10-24",1,"belted",1,"m",17,"driver",0,0
"14473","10-24",1,"none",0,"f",18,"driver",0,1
"22520","25-39",1,"belted",0,"f",43,"driver",1,3
"6424","1-9km/h",1,"belted",1,"m",70,"driver",1,3
"11511","25-39",1,"belted",0,"m",61,"pass",1,2
"4232","25-39",1,"belted",1,"f",60,"driver",1,3
"3157","10-24",1,"none",1,"m",22,"driver",0,0
"3301","10-24",1,"belted",1,"m",34,"driver",1,1
"25502","10-24",1,"belted",0,"f",45,"driver",1,3
"22710","10-24",1,"belted",1,"m",34,"driver",0,0
"4053","40-54",1,"belted",0,"m",34,"driver",0,3
"6766","10-24",1,"none",1,"f",25,"driver",1,3
"15929","40-54",1,"belted",0,"f",56,"driver",0,3
"7203","10-24",1,"belted",1,"m",60,"driver",1,0
"4482","25-39",1,"belted",0,"m",60,"driver",0,0
"13338","40-54",1,"belted",1,"f",31,"driver",1,2
"4236","25-39",1,"none",1,"m",42,"pass",1,3
"2302","25-39",1,"belted",1,"m",30,"pass",0,0
"17299","1-9km/h",1,"belted",1,"f",18,"pass",0,3
"23415","10-24",1,"belted",0,"f",20,"driver",0,0
"15696","40-54",1,"belted",1,"m",28,"driver",1,3
"21353","25-39",1,"none",1,"m",22,"driver",0,3
"25457","10-24",1,"belted",0,"m",21,"driver",0,0
"19410","10-24",1,"belted",0,"f",49,"driver",0,3
"25870","10-24",1,"belted",1,"m",29,"driver",0,0
"21357","25-39",1,"belted",1,"m",25,"pass",0,3
"454","25-39",1,"none",1,"m",32,"driver",0,3
"18743","25-39",1,"belted",1,"f",18,"pass",0,2
"371","10-24",1,"belted",1,"f",34,"driver",0,1
"7636","25-39",1,"none",0,"m",41,"driver",0,1
"3155","25-39",1,"belted",0,"m",42,"pass",0,3
"22559","10-24",1,"belted",1,"m",22,"driver",0,0
"21559","10-24",1,"belted",0,"f",26,"driver",0,0
"10748","10-24",1,"belted",0,"f",17,"driver",0,1
"7068","25-39",1,"none",0,"m",24,"driver",0,2
"12757","55+",1,"none",1,"m",22,"driver",1,3
"4436","10-24",1,"belted",1,"m",34,"driver",1,0
"17766","10-24",1,"none",0,"m",44,"driver",0,1
"10970","10-24",1,"none",0,"m",35,"driver",0,3
"20827","10-24",1,"none",1,"f",22,"pass",0,3
"667","25-39",1,"belted",1,"f",46,"driver",0,2
"5817","10-24",1,"none",1,"m",26,"driver",0,0
"6311","10-24",1,"belted",1,"m",44,"driver",0,0
"23090","55+",1,"none",1,"m",73,"driver",1,3
"20434","25-39",1,"belted",0,"f",47,"driver",0,1
"6586","10-24",1,"belted",1,"m",73,"driver",1,0
"25011","10-24",1,"belted",0,"f",18,"pass",0,2
"3420","25-39",1,"belted",1,"m",17,"pass",0,2
"15848","25-39",1,"none",1,"f",34,"driver",1,2
"13583","10-24",1,"belted",0,"m",18,"driver",0,0
"11874","10-24",1,"belted",1,"f",29,"driver",1,1
"2394","10-24",1,"belted",1,"m",17,"driver",0,2
"24967","1-9km/h",1,"none",0,"m",28,"driver",0,3
"9725","40-54",1,"belted",1,"f",21,"pass",0,1
"14409","40-54",1,"belted",0,"m",42,"pass",0,1
"22883","10-24",1,"none",0,"f",16,"driver",1,2
"22266","10-24",1,"belted",1,"f",41,"driver",1,1
"4058","25-39",1,"belted",1,"f",50,"driver",1,3
"18164","10-24",1,"belted",0,"f",43,"pass",0,3
"22021","10-24",1,"belted",0,"m",17,"driver",0,0
"14992","10-24",1,"belted",1,"f",46,"driver",0,1
"17954","10-24",1,"belted",0,"m",82,"driver",0,5
"900","10-24",1,"belted",1,"m",23,"driver",0,3
"16794","10-24",1,"belted",1,"m",34,"driver",0,1
"20871","25-39",1,"none",1,"f",16,"pass",0,3
"13172","10-24",1,"none",1,"f",28,"driver",1,3
"14588","10-24",1,"belted",1,"m",27,"driver",0,1
"13142","10-24",1,"none",1,"f",73,"driver",0,3
"3069","25-39",1,"none",0,"m",23,"driver",0,3
"19013","10-24",1,"belted",0,"f",46,"driver",0,3
"10463","25-39",1,"belted",0,"m",17,"pass",0,3
"11865","25-39",1,"none",1,"f",48,"driver",0,2
"10303","10-24",1,"belted",0,"f",41,"driver",0,3
"14136","25-39",1,"belted",0,"m",21,"driver",0,1
"16093","1-9km/h",1,"belted",1,"m",30,"driver",1,1
"4702","10-24",1,"belted",1,"m",31,"driver",1,0
"13078","25-39",1,"belted",0,"f",39,"driver",0,3
"9472","25-39",1,"none",1,"m",20,"pass",0,1
"17114","10-24",1,"belted",1,"m",16,"driver",1,0
"5777","25-39",1,"none",1,"m",25,"pass",0,2
"4093","10-24",1,"belted",0,"f",51,"driver",0,1
"2899","25-39",1,"belted",0,"m",26,"pass",0,2
"16642","10-24",1,"belted",0,"f",51,"driver",0,0
"14673","25-39",1,"belted",0,"m",28,"driver",1,3
"14351","10-24",1,"belted",0,"m",38,"driver",1,0
"4659","1-9km/h",1,"belted",0,"m",31,"driver",0,1
"7095","25-39",1,"belted",1,"m",42,"driver",1,0
"25151","10-24",1,"belted",0,"m",49,"driver",0,3
"3126","10-24",1,"belted",1,"f",74,"driver",1,1
"2928","10-24",1,"belted",0,"m",24,"driver",1,3
"8526","10-24",1,"belted",1,"m",37,"driver",1,0
"4423","10-24",1,"belted",0,"m",39,"driver",0,3
"20126","10-24",1,"belted",1,"f",16,"driver",1,0
"24340","40-54",1,"none",1,"m",20,"driver",1,3
"7983","10-24",1,"belted",0,"m",31,"pass",0,3
"23434","10-24",1,"none",0,"m",41,"driver",0,0
"24527","25-39",1,"belted",1,"f",29,"driver",0,0
"16138","25-39",1,"belted",0,"f",16,"pass",0,2
"2229","25-39",1,"belted",1,"f",56,"driver",0,3
"16953","25-39",1,"belted",1,"f",54,"driver",0,1
"8582","25-39",1,"belted",0,"m",53,"pass",0,0
"8539","10-24",1,"belted",1,"m",35,"pass",0,0
"8098","10-24",1,"belted",1,"m",28,"pass",0,1
"13556","10-24",1,"belted",0,"f",16,"driver",0,0
"954","40-54",1,"belted",0,"f",37,"driver",1,3
"9716","25-39",1,"none",0,"m",22,"driver",0,1
"7742","25-39",1,"none",1,"f",17,"driver",0,2
"21218","25-39",1,"belted",0,"f",29,"pass",0,1
"16940","10-24",1,"belted",1,"m",41,"driver",1,1
"16410","10-24",1,"belted",0,"f",54,"pass",0,0
"16446","10-24",1,"belted",0,"m",49,"driver",0,0
"21315","25-39",1,"belted",1,"m",19,"driver",0,3
"9865","10-24",1,"belted",1,"f",17,"pass",1,3
"13739","10-24",1,"belted",1,"m",21,"pass",1,3
"21106","10-24",1,"belted",1,"m",26,"driver",0,2
"22743","10-24",1,"belted",0,"m",51,"driver",0,1
"4411","10-24",1,"none",0,"f",76,"pass",0,3
"23812","25-39",1,"belted",1,"m",51,"driver",0,1
"16620","10-24",1,"belted",1,"m",70,"driver",0,0
"8721","10-24",1,"belted",1,"f",48,"driver",1,1
"19160","10-24",1,"belted",1,"m",25,"driver",1,0
"23734","10-24",1,"belted",1,"m",23,"driver",0,0
"21667","25-39",1,"belted",1,"f",48,"driver",1,2
"8248","10-24",1,"belted",1,"f",61,"driver",0,0
"4979","10-24",1,"belted",1,"m",33,"pass",0,0
"24443","25-39",1,"none",1,"m",29,"driver",1,3
"11380","25-39",1,"belted",1,"m",43,"driver",0,0
"3758","40-54",1,"none",1,"m",22,"pass",0,3
"11420","10-24",1,"belted",1,"m",65,"driver",0,2
"4535","25-39",1,"belted",1,"f",45,"driver",1,2
"5107","10-24",1,"none",0,"m",42,"driver",1,2
"17977","10-24",1,"none",1,"m",31,"pass",0,0
"8612","25-39",1,"none",0,"m",42,"driver",0,3
"1497","40-54",1,"belted",1,"m",16,"driver",0,1
"14048","10-24",1,"belted",0,"f",44,"driver",0,0
"17465","10-24",1,"belted",1,"m",21,"pass",1,0
"19047","55+",1,"none",0,"f",38,"driver",0,2
"11969","25-39",1,"none",1,"m",30,"driver",1,3
"9799","10-24",1,"none",1,"f",45,"pass",0,2
"13175","10-24",1,"belted",0,"f",50,"driver",0,1
"12433","25-39",1,"belted",1,"m",73,"driver",0,1
"14824","10-24",1,"belted",0,"f",66,"driver",0,0
"18873","10-24",1,"none",0,"m",30,"driver",0,3
"5390","25-39",1,"belted",1,"f",50,"pass",0,2
"13471","40-54",1,"none",1,"m",43,"driver",0,2
"24478","25-39",1,"none",1,"m",34,"driver",1,3
"8","55+",0,"none",1,"m",32,"driver",0,4
"14","25-39",0,"belted",0,"f",54,"driver",0,4
"83","55+",0,"belted",1,"m",67,"driver",0,4
"84","55+",0,"belted",1,"f",64,"pass",0,4
"265","55+",0,"none",1,"m",23,"driver",0,4
"311","25-39",0,"belted",0,"f",77,"pass",0,4
"317","55+",0,"none",0,"m",34,"driver",0,4
"321","10-24",0,"belted",1,"m",37,"driver",1,4
"359","40-54",0,"none",0,"f",33,"driver",0,4
"372","25-39",0,"none",1,"f",84,"driver",1,4
"375","10-24",0,"none",0,"m",87,"driver",0,4
"415","40-54",0,"belted",1,"f",38,"driver",0,4
"420","40-54",0,"none",1,"m",75,"driver",0,4
"441","40-54",0,"none",0,"m",37,"driver",0,4
"452","10-24",0,"none",1,"m",19,"driver",0,4
"455","25-39",0,"none",1,"m",22,"pass",0,4
"460","55+",0,"none",1,"f",76,"driver",0,4
"474","25-39",0,"belted",0,"f",17,"pass",0,4
"484","55+",0,"none",0,"m",33,"pass",0,4
"486","40-54",0,"belted",0,"m",62,"driver",0,3
"492","25-39",0,"belted",0,"f",63,"pass",1,3
"498","40-54",0,"belted",0,"m",70,"driver",1,4
"505","55+",0,"belted",0,"f",26,"driver",0,4
"528","55+",0,"none",0,"f",41,"driver",0,4
"532","55+",0,"none",0,"f",22,"pass",1,4
"536","55+",0,"none",0,"m",47,"pass",0,4
"546","55+",0,"belted",0,"f",25,"driver",1,4
"550","40-54",0,"none",1,"m",27,"pass",1,4
"551","25-39",0,"none",1,"m",50,"driver",0,4
"578","10-24",0,"none",0,"m",26,"driver",0,4
"583","40-54",0,"none",0,"f",20,"pass",0,4
"610","40-54",0,"none",1,"m",38,"driver",0,4
"623","25-39",0,"belted",0,"f",77,"pass",0,4
"675","40-54",0,"belted",0,"m",39,"driver",0,4
"717","25-39",0,"none",0,"m",21,"driver",1,4
"733","25-39",0,"belted",0,"f",62,"pass",0,4
"827","25-39",0,"belted",0,"m",26,"driver",1,4
"838","55+",0,"belted",0,"m",26,"driver",0,4
"866","10-24",0,"none",0,"m",26,"driver",0,4
"893","55+",0,"none",0,"f",56,"driver",0,4
"895","25-39",0,"none",0,"m",19,"driver",0,4
"907","25-39",0,"belted",0,"f",86,"pass",0,4
"928","25-39",0,"none",0,"m",27,"pass",0,4
"970","40-54",0,"none",1,"m",49,"pass",0,4
"985","25-39",0,"belted",0,"m",45,"driver",0,4
"1003","25-39",0,"none",0,"m",81,"driver",1,4
"1005","40-54",0,"belted",0,"f",26,"driver",0,4
"1051","40-54",0,"belted",0,"f",37,"pass",1,4
"1081","55+",0,"belted",0,"f",27,"driver",1,4
"1115","40-54",0,"none",1,"m",49,"driver",1,4
"1157","55+",0,"none",1,"m",30,"driver",0,4
"1163","40-54",0,"none",1,"f",18,"driver",1,4
"1167","10-24",0,"none",1,"m",61,"driver",0,4
"1176","25-39",0,"none",1,"f",70,"pass",0,4
"1198","10-24",0,"none",0,"m",33,"driver",0,4
"1199","10-24",0,"none",0,"m",29,"pass",0,4
"1200","25-39",0,"none",0,"m",35,"driver",0,4
"1224","40-54",0,"belted",0,"m",58,"driver",0,4
"1239","55+",0,"none",0,"m",46,"driver",0,4
"1245","10-24",0,"none",1,"f",91,"pass",0,4
"1264","40-54",0,"none",0,"m",33,"driver",0,4
"1299","55+",0,"none",1,"f",47,"driver",1,4
"1300","55+",0,"none",1,"m",38,"pass",1,4
"1312","40-54",0,"belted",0,"m",33,"driver",1,4
"1313","40-54",0,"belted",0,"f",31,"pass",1,4
"1317","40-54",0,"none",0,"m",25,"driver",0,4
"1335","25-39",0,"belted",1,"f",82,"pass",0,4
"1380","10-24",0,"none",0,"m",27,"driver",0,4
"1398","10-24",0,"belted",0,"f",78,"pass",0,3
"1419","40-54",0,"belted",0,"f",75,"driver",0,4
"1430","25-39",0,"belted",0,"f",59,"driver",1,4
"1433","25-39",0,"belted",0,"f",72,"pass",0,4
"1434","10-24",0,"belted",1,"f",32,"driver",0,4
"1436","40-54",0,"none",0,"f",18,"driver",0,4
"1457","40-54",0,"none",0,"m",18,"driver",0,4
"1468","25-39",0,"none",1,"m",22,"driver",1,4
"1507","10-24",0,"none",1,"f",45,"driver",1,4
"1541","25-39",0,"belted",1,"m",39,"driver",0,4
"1543","55+",0,"belted",1,"f",47,"driver",0,4
"1544","55+",0,"belted",1,"m",43,"driver",0,4
"1558","40-54",0,"none",0,"f",63,"driver",1,4
"1581","40-54",0,"belted",0,"f",21,"driver",0,4
"1681","25-39",0,"none",1,"f",65,"pass",0,4
"1685","40-54",0,"none",1,"f",70,"driver",0,4
"1688","25-39",0,"none",1,"m",75,"pass",0,4
"1695","25-39",0,"none",0,"m",83,"pass",0,4
"1699","55+",0,"none",1,"m",20,"pass",0,4
"1735","55+",0,"none",1,"m",74,"driver",0,4
"1769","25-39",0,"none",1,"m",17,"driver",0,4
"1824","25-39",0,"none",0,"m",44,"driver",0,4
"1864","55+",0,"belted",0,"f",56,"driver",1,4
"1908","40-54",0,"belted",0,"m",29,"pass",1,4
"1934","25-39",0,"none",0,"f",57,"pass",0,4
"1949","25-39",0,"none",0,"m",24,"driver",1,4
"1950","55+",0,"belted",1,"m",29,"driver",0,4
"1966","25-39",0,"none",1,"m",77,"driver",1,3
"1992","55+",0,"none",0,"m",72,"driver",1,4
"1995","25-39",0,"none",0,"f",37,"driver",0,4
"2063","40-54",0,"belted",1,"f",47,"driver",0,4
"2098","40-54",0,"belted",0,"f",72,"pass",1,4
"2176","55+",0,"belted",1,"m",55,"driver",0,4
"2191","55+",0,"none",1,"m",26,"driver",0,4
"2205","25-39",0,"belted",1,"f",73,"driver",0,4
"2214","40-54",0,"belted",1,"m",23,"driver",1,4
"2228","40-54",0,"none",0,"f",22,"driver",1,4
"2240","40-54",0,"belted",1,"f",72,"driver",0,3
"2260","40-54",0,"none",1,"f",27,"driver",0,4
"2262","25-39",0,"belted",1,"m",39,"driver",0,4
"2310","55+",0,"belted",0,"m",70,"driver",0,4
"2311","55+",0,"belted",0,"f",71,"pass",0,4
"2323","10-24",0,"belted",0,"m",82,"pass",0,3
"2330","55+",0,"belted",1,"m",30,"driver",0,4
"2333","40-54",0,"none",0,"f",75,"driver",0,4
"2336","55+",0,"none",1,"f",36,"driver",0,4
"2380","55+",0,"none",1,"m",67,"driver",0,4
"2386","25-39",0,"none",1,"f",73,"pass",0,3
"2404","25-39",0,"belted",0,"f",82,"pass",0,4
"2418","10-24",0,"none",0,"m",24,"pass",0,4
"2425","55+",0,"none",0,"m",83,"driver",0,4
"2430","40-54",0,"none",1,"m",25,"driver",0,4
"2469","25-39",0,"belted",0,"m",16,"driver",0,4
"2536","55+",0,"belted",1,"f",33,"driver",0,4
"2539","10-24",0,"none",1,"m",65,"driver",0,3
"2559","55+",0,"belted",1,"f",16,"driver",0,4
"2577","40-54",0,"belted",0,"m",23,"pass",0,4
"2616","55+",0,"none",1,"m",44,"driver",0,4
"2652","55+",0,"none",1,"m",35,"driver",0,4
"2667","40-54",0,"belted",0,"f",43,"driver",0,4
"2675","55+",0,"none",1,"m",30,"driver",0,4
"2689","55+",0,"belted",0,"m",23,"driver",0,4
"2695","40-54",0,"belted",0,"m",19,"driver",1,4
"2723","55+",0,"belted",0,"m",19,"driver",0,4
"2724","55+",0,"none",0,"m",17,"pass",0,4
"2730","40-54",0,"belted",0,"m",73,"driver",0,4
"2738","25-39",0,"none",1,"m",26,"driver",0,4
"2741","55+",0,"none",1,"m",25,"driver",0,4
"2746","25-39",0,"belted",0,"f",24,"driver",1,4
"2764","55+",0,"none",1,"f",71,"driver",1,4
"2769","55+",0,"none",0,"m",46,"driver",0,4
"2776","40-54",0,"none",1,"m",21,"driver",0,4
"2781","55+",0,"none",1,"m",34,"driver",0,4
"2782","55+",0,"none",1,"f",31,"pass",0,4
"2785","40-54",0,"belted",1,"m",36,"driver",0,4
"2797","55+",0,"none",1,"f",58,"driver",0,4
"2807","55+",0,"none",1,"m",29,"driver",0,4
"2823","55+",0,"none",1,"m",23,"driver",0,4
"2832","10-24",0,"belted",0,"f",84,"driver",0,4
"2833","40-54",0,"belted",0,"f",71,"driver",0,4
"2848","25-39",0,"belted",1,"f",46,"driver",0,4
"2912","55+",0,"none",1,"m",41,"driver",0,3
"2916","55+",0,"none",0,"f",33,"driver",0,4
"2921","40-54",0,"none",1,"m",73,"driver",1,4
"2925","40-54",0,"none",1,"f",62,"driver",1,4
"2926","25-39",0,"none",1,"m",24,"driver",1,4
"2941","10-24",0,"none",1,"f",24,"driver",1,4
"2947","40-54",0,"none",0,"f",49,"driver",1,4
"2978","55+",0,"none",1,"m",75,"driver",0,4
"2979","55+",0,"none",1,"m",33,"driver",0,4
"2991","55+",0,"none",0,"f",57,"driver",0,4
"3002","40-54",0,"none",0,"f",34,"driver",1,4
"3020","25-39",0,"none",0,"m",75,"driver",0,4
"3048","40-54",0,"none",0,"m",20,"driver",1,4
"3052","25-39",0,"none",0,"m",40,"driver",1,4
"3053","25-39",0,"none",0,"f",57,"pass",0,4
"3054","25-39",0,"belted",1,"f",50,"driver",0,4
"3058","25-39",0,"none",1,"m",32,"driver",0,4
"3061","40-54",0,"belted",1,"m",63,"driver",0,4
"3063","25-39",0,"none",0,"f",49,"driver",0,4
"3088","10-24",0,"none",1,"m",53,"driver",0,4
"3107","40-54",0,"none",1,"m",74,"driver",0,3
"3117","40-54",0,"none",0,"m",34,"driver",0,4
"3130","55+",0,"belted",0,"f",33,"driver",0,4
"3131","55+",0,"none",0,"f",57,"pass",0,4
"3144","55+",0,"none",1,"f",59,"driver",0,4
"3148","40-54",0,"none",0,"m",35,"driver",0,4
"3159","55+",0,"none",1,"m",36,"driver",0,4
"3185","10-24",0,"belted",0,"f",73,"pass",0,4
"3190","40-54",0,"none",1,"f",17,"pass",0,4
"3220","55+",0,"none",0,"m",17,"driver",0,4
"3260","55+",0,"belted",0,"f",25,"driver",1,4
"3267","55+",0,"belted",1,"m",18,"pass",0,4
"3269","55+",0,"none",0,"m",77,"driver",0,4
"3272","25-39",0,"none",0,"f",50,"pass",0,4
"3299","55+",0,"belted",0,"m",56,"driver",0,4
"3321","55+",0,"none",1,"m",21,"driver",0,4
"3322","55+",0,"none",1,"m",21,"pass",0,4
"3370","25-39",0,"none",1,"m",36,"driver",0,4
"3395","25-39",0,"belted",1,"f",74,"driver",0,4
"3436","40-54",0,"belted",1,"f",81,"driver",0,4
"3461","25-39",0,"belted",1,"m",79,"driver",0,4
"3470","40-54",0,"none",1,"m",80,"driver",1,4
"3492","55+",0,"none",1,"m",52,"driver",0,4
"3498","40-54",0,"belted",1,"m",81,"driver",1,4
"3501","10-24",0,"belted",1,"f",53,"driver",0,4
"3503","25-39",0,"none",1,"f",82,"driver",0,4
"3515","10-24",0,"none",1,"m",73,"driver",0,4
"3516","10-24",0,"none",1,"f",72,"pass",0,4
"3517","55+",0,"none",0,"f",30,"driver",0,4
"3518","55+",0,"none",0,"f",58,"pass",0,4
"3541","55+",0,"belted",0,"m",86,"driver",0,4
"3542","55+",0,"belted",0,"f",87,"pass",0,4
"3554","55+",0,"belted",1,"m",26,"driver",0,4
"3561","25-39",0,"none",1,"m",18,"driver",0,4
"3596","55+",0,"belted",0,"f",76,"driver",0,4
"3599","10-24",0,"none",1,"m",40,"driver",0,4
"3602","40-54",0,"belted",0,"f",52,"pass",0,4
"3617","40-54",0,"belted",0,"m",36,"driver",1,4
"3622","40-54",0,"none",1,"f",59,"pass",0,4
"3624","55+",0,"belted",1,"m",29,"pass",0,4
"3635","25-39",0,"belted",1,"f",74,"pass",1,3
"3642","55+",0,"none",1,"m",20,"driver",0,4
"3666","25-39",0,"belted",1,"m",37,"driver",1,4
"3674","40-54",0,"none",1,"m",42,"driver",0,4
"3704","25-39",0,"belted",0,"f",81,"pass",0,4
"3712","10-24",0,"belted",1,"f",97,"driver",0,4
"3746","25-39",0,"none",0,"m",19,"driver",0,4
"3786","10-24",0,"none",0,"m",57,"driver",0,4
"3796","25-39",0,"none",0,"m",25,"driver",0,4
"3807","10-24",0,"none",1,"m",46,"driver",0,4
"3837","25-39",0,"none",0,"f",16,"pass",0,4
"3853","10-24",0,"none",1,"f",63,"pass",0,3
"3870","55+",0,"belted",1,"f",19,"pass",1,4
"3969","40-54",0,"belted",1,"m",61,"driver",1,4
"3971","25-39",0,"belted",1,"m",43,"driver",0,4
"4100","55+",0,"belted",1,"m",34,"driver",1,4
"4135","10-24",0,"belted",1,"f",30,"driver",1,4
"4141","40-54",0,"belted",1,"m",51,"driver",1,4
"4173","25-39",0,"none",0,"m",28,"pass",1,4
"4196","40-54",0,"belted",1,"m",72,"driver",0,4
"4197","10-24",0,"none",1,"f",71,"driver",1,4
"4225","40-54",0,"none",0,"m",73,"driver",0,4
"4226","40-54",0,"belted",0,"f",74,"pass",0,4
"4254","55+",0,"none",1,"m",22,"driver",1,4
"4265","55+",0,"none",1,"m",49,"driver",0,4
"4273","25-39",0,"none",0,"m",37,"driver",0,4
"4275","10-24",0,"belted",1,"f",68,"driver",0,3
"4285","25-39",0,"none",1,"m",53,"driver",0,4
"4304","10-24",0,"none",1,"m",51,"driver",0,4
"4315","40-54",0,"belted",1,"m",51,"driver",0,4
"4327","40-54",0,"belted",1,"f",72,"pass",1,4
"4337","25-39",0,"none",1,"m",20,"driver",0,3
"4347","25-39",0,"none",1,"m",32,"driver",1,4
"4348","25-39",0,"none",1,"m",42,"pass",1,4
"4357","55+",0,"belted",0,"m",26,"driver",0,4
"4358","55+",0,"belted",0,"m",26,"pass",0,4
"4372","25-39",0,"none",0,"m",37,"driver",0,4
"4375","40-54",0,"none",1,"f",57,"driver",0,4
"4376","55+",0,"belted",1,"f",45,"driver",0,4
"4379","40-54",0,"none",1,"f",24,"driver",1,4
"4421","55+",0,"none",1,"m",27,"driver",1,4
"4448","55+",0,"none",1,"m",72,"driver",0,4
"4485","55+",0,"none",0,"f",18,"pass",0,4
"4486","40-54",0,"none",1,"m",16,"driver",0,4
"4487","40-54",0,"none",1,"f",17,"pass",0,4
"4489","55+",0,"none",1,"f",23,"pass",0,4
"4490","55+",0,"none",0,"m",27,"driver",1,4
"4526","55+",0,"none",0,"m",18,"pass",0,4
"4569","40-54",0,"none",1,"m",47,"driver",1,4
"4571","10-24",0,"belted",1,"f",44,"pass",0,4
"4572","25-39",0,"none",1,"f",18,"driver",0,4
"4583","55+",0,"none",1,"m",29,"driver",1,4
"4649","25-39",0,"belted",0,"f",39,"driver",1,4
"4688","25-39",0,"none",1,"f",77,"driver",0,4
"4732","55+",0,"none",1,"m",24,"driver",1,4
"4788","40-54",0,"none",1,"m",72,"driver",0,4
"4812","40-54",0,"none",0,"m",80,"driver",0,4
"4852","25-39",0,"none",0,"m",28,"driver",0,4
"4873","55+",0,"belted",1,"m",30,"driver",1,4
"4877","40-54",0,"none",1,"f",40,"driver",0,4
"4878","40-54",0,"none",1,"m",40,"pass",0,4
"4893","55+",0,"none",0,"m",44,"driver",0,3
"4897","10-24",0,"none",0,"m",35,"driver",0,4
"4898","10-24",0,"none",0,"m",59,"driver",0,4
"4910","40-54",0,"belted",0,"m",34,"driver",1,4
"4916","55+",0,"belted",1,"f",73,"driver",1,4
"4930","40-54",0,"belted",0,"f",34,"pass",1,4
"4936","55+",0,"belted",0,"f",46,"driver",0,4
"4965","55+",0,"belted",0,"f",27,"driver",1,4
"4974","55+",0,"none",1,"f",73,"driver",1,4
"4977","10-24",0,"belted",0,"m",54,"driver",1,4
"5003","55+",0,"belted",0,"f",47,"driver",1,4
"5008","40-54",0,"none",1,"m",42,"driver",1,4
